sqft,sale_price ,sale_price_pred ,,,Error: A-B,,Absolute Value of Error: ABS(B-C),,Square of Error: F^2,,Absolute Values of Errors Divided by Actual Values: ABS((B-C)/B6,,,
3134,200000,269498.9532,,,-196866,,69498.9532,,38756221956,,0.347494766,,,
2035,171000,187053.3132,,,-168965,,16053.3132,,28549171225,,0.093879025,,,
1176,134900,122612.1806,,,-133724,,12287.8194,,17882108176,,0.091088357,,,
4054,410000,338516.2314,,,-405946,,71483.7686,,1.64792E+11,,0.174350655,,,
2600,235000,229438.9243,,,-232400,,5561.0757,,54009760000,,0.023664152,,,
1920,170000,178426.1535,,,-168080,,8426.1535,,28250886400,,0.049565609,,,
1232,110000,126813.2324,,,-108768,,16813.2324,,11830477824,,0.152847567,,,
1812,149900,170324.1251,,,-148088,,20424.1251,,21930055744,,0.136251668,,,
1951,177500,180751.7357,,,-175549,,3251.7357,,30817451401,,0.018319638,,,
3427,315000,291479.4559,,,-311573,,23520.5441,,97077734329,,0.074668394,,,
2601,189000,229513.9431,,,-186399,,40513.9431,,34744587201,,0.214359487,,,
2804,260000,244742.7556,,,-257196,,15257.2444,,66149782416,,0.058681709,,,
1738,104900,164772.7354,,,-103162,,59872.7354,,10642398244,,0.570760109,,,
1412,156932,140316.6129,,,-155520,,16615.3871,,24186470400,,0.105876348,,,
1120,144152,118411.1289,,,-143032,,25740.8711,,20458153024,,0.178567561,,,
2207,216000,199956.5435,,,-213793,,16043.4565,,45707446849,,0.074275262,,,
2423,193000,216160.6001,,,-190577,,23160.6001,,36319592929,,0.120003109,,,
2023,127000,186153.0879,,,-124977,,59153.0879,,15619250529,,0.465772346,,,
1533,144000,149393.8853,,,-142467,,5393.8853,,20296846089,,0.037457537,,,
2038,232000,187278.3696,,,-229962,,44721.6304,,52882521444,,0.192765648,,,
1689,105000,161096.8151,,,-103311,,56096.8151,,10673162721,,0.534255382,,,
2492,165500,221336.896,,,-163008,,55836.896,,26571608064,,0.337383057,,,
3072,274300,264847.7888,,,-271228,,9452.2112,,73564627984,,0.034459392,,,
3915,466500,328088.6209,,,-462585,,138411.3791,,2.13985E+11,,0.296701777,,,
1958,250000,181276.8671,,,-248042,,68723.1329,,61524833764,,0.274892532,,,
1571,239000,152244.599,,,-237429,,86755.401,,56372530041,,0.36299331,,,
1174,91000,122462.1431,,,-89826,,31462.1431,,8068710276,,0.345737836,,,
2012,117000,185327.8813,,,-114988,,68327.8813,,13222240144,,0.583998985,,,
1296,83000,131614.4343,,,-81704,,48614.4343,,6675543616,,0.585716076,,,
1394,167500,138966.2748,,,-166106,,28533.7252,,27591203236,,0.170350598,,,
1067,58500,114435.1335,,,-57433,,55935.1335,,3298549489,,0.956156128,,,
2982,237500,258096.0985,,,-234518,,20596.0985,,54998692324,,0.086720415,,,
1762,157000,166573.1861,,,-155238,,9573.1861,,24098836644,,0.060975708,,,
1416,112000,140616.688,,,-110584,,28616.688,,12228821056,,0.255506143,,,
1462,105000,144067.5519,,,-103538,,39067.5519,,10720117444,,0.372071923,,,
1889,125500,176100.5713,,,-123611,,50600.5713,,15279679321,,0.403191803,,,
3574,250000,302507.2167,,,-246426,,52507.2167,,60725773476,,0.210028867,,,
2694,136000,236490.6897,,,-133306,,100490.6897,,17770489636,,0.73890213,,,
3066,377500,264397.6761,,,-374434,,113102.3239,,1.40201E+11,,0.299608805,,,
1593,131000,153895.0122,,,-129407,,22895.0122,,16746171649,,0.174771085,,,
2925,235000,253820.028,,,-232075,,18820.028,,53858805625,,0.080085226,,,
1584,124000,153219.8432,,,-122416,,29219.8432,,14985677056,,0.235643897,,,
1669,123000,159596.4395,,,-121331,,36596.4395,,14721211561,,0.297532028,,,
1912,163000,177826.0032,,,-161088,,14826.0032,,25949343744,,0.090957075,,,
2570,246578,227188.3609,,,-244008,,19389.6391,,59539904064,,0.078634911,,,
2482,281213,220586.7082,,,-278731,,60626.2918,,77690970361,,0.21558851,,,
2040,160000,187428.4071,,,-157960,,27428.4071,,24951361600,,0.171427544,,,
1513,137500,147893.5097,,,-135987,,10393.5097,,18492464169,,0.075589161,,,
2084,138000,190729.2335,,,-135916,,52729.2335,,18473159056,,0.382095895,,,
1872,137450,174825.252,,,-135578,,37375.252,,18381394084,,0.271918894,,,
1158,120000,121261.8426,,,-118842,,1261.8426,,14123420964,,0.010515355,,,
2352,193000,210834.2667,,,-190648,,17834.2667,,36346659904,,0.092405527,,,
1294,193879,131464.3968,,,-192585,,62414.6032,,37088982225,,0.321925547,,,
2393,282922,213910.0367,,,-280529,,69011.9633,,78696519841,,0.243925758,,,
1214,105000,125462.8943,,,-103786,,20462.8943,,10771533796,,0.194884708,,,
3019,275000,260871.7934,,,-271981,,14128.2066,,73973664361,,0.051375297,,,
1424,133000,141216.8382,,,-131576,,8216.8382,,17312243776,,0.061780738,,,
1458,112000,143767.4768,,,-110542,,31767.4768,,12219533764,,0.283638186,,,
1363,125500,136640.6926,,,-124137,,11140.6926,,15409994769,,0.088770459,,,
2093,215000,191404.4025,,,-212907,,23595.5975,,45329390649,,0.109746965,,,
2506,230000,222387.1589,,,-227494,,7612.8411,,51753520036,,0.033099309,,,
1788,140000,168523.6744,,,-138212,,28523.6744,,19102556944,,0.203740531,,,
1040,90000,112409.6265,,,-88960,,22409.6265,,7913881600,,0.24899585,,,
2820,257000,245943.0561,,,-254180,,11056.9439,,64607472400,,0.043023128,,,
1848,207000,173024.8012,,,-205152,,33975.1988,,42087343104,,0.164131395,,,
2557,175900,226213.1167,,,-173343,,50313.1167,,30047795649,,0.2860325,,,
2290,122500,206183.1023,,,-120210,,83683.1023,,14450444100,,0.683127366,,,
3231,340000,276775.7749,,,-336769,,63224.2251,,1.13413E+11,,0.185953603,,,
1169,124000,122087.0492,,,-122831,,1912.9508,,15087454561,,0.015427023,,,
2954,223000,255995.5727,,,-220046,,32995.5727,,48420242116,,0.147962209,,,
1820,179900,170924.2754,,,-178080,,8975.7246,,31712486400,,0.049892855,,,
1429,127500,141591.9321,,,-126071,,14091.9321,,15893897041,,0.110524958,,,
1534,136500,149468.9041,,,-134966,,12968.9041,,18215821156,,0.095010286,,,
2201,274970,199506.4308,,,-272769,,75463.5692,,74402927361,,0.274442918,,,
1801,144000,169498.9186,,,-142199,,25498.9186,,20220555601,,0.177075824,,,
1252,142000,128313.608,,,-140748,,13686.392,,19809999504,,0.096383042,,,
3127,271000,268973.8217,,,-267873,,2026.1783,,71755944129,,0.007476673,,,
2138,140000,194780.2476,,,-137862,,54780.2476,,19005931044,,0.391287483,,,
1314,119000,132964.7724,,,-117686,,13964.7724,,13849994596,,0.117351029,,,
2118,182900,193279.872,,,-180782,,10379.872,,32682131524,,0.056751624,,,
1838,192140,172274.6134,,,-190302,,19865.3866,,36214851204,,0.103390167,,,
1916,143750,178126.0783,,,-141834,,34376.0783,,20116883556,,0.239137936,,,
968,64500,107008.2743,,,-63532,,42508.2743,,4036315024,,0.659043012,,,
1792,186500,168823.7495,,,-184708,,17676.2505,,34117045264,,0.094778823,,,
2062,160000,189078.8203,,,-157938,,29078.8203,,24944411844,,0.181742627,,,
1537,174000,149693.9605,,,-172463,,24306.0395,,29743486369,,0.139689882,,,
1480,120500,145417.89,,,-119020,,24917.89,,14165760400,,0.206787469,,,
3268,394617,279551.4698,,,-391349,,115065.5302,,1.53154E+11,,0.291587869,,,
1836,149700,172124.5759,,,-147864,,22424.5759,,21863762496,,0.149796766,,,
2040,197000,187428.4071,,,-194960,,9571.5929,,38009401600,,0.048586766,,,
2171,191000,197255.8674,,,-188829,,6255.8674,,35656391241,,0.032753232,,,
1545,149300,150294.1107,,,-147755,,994.1107,,21831540025,,0.006658478,,,
2772,310000,242342.1546,,,-307228,,67657.8454,,94389043984,,0.218251114,,,
952,121000,105807.9738,,,-120048,,15192.0262,,14411522304,,0.125553936,,,
1422,179600,141066.8007,,,-178178,,38533.1993,,31747399684,,0.214550107,,,
1100,129000,116910.7533,,,-127900,,12089.2467,,16358410000,,0.093715091,,,
1781,157900,167998.5429,,,-156119,,10098.5429,,24373142161,,0.063955307,,,
3169,240000,272124.6105,,,-236831,,32124.6105,,56088922561,,0.133852544,,,
1346,112000,135365.3733,,,-110654,,23365.3733,,12244307716,,0.208619404,,,
1183,92000,123137.3121,,,-90817,,31137.3121,,8247727489,,0.338449045,,,
1792,136000,168823.7495,,,-134208,,32823.7495,,18011787264,,0.241351099,,,
1578,287090,152769.7305,,,-285512,,134320.2695,,81517102144,,0.467868158,,,
1619,145000,155845.5005,,,-143381,,10845.5005,,20558111161,,0.074796555,,,
1140,84500,119911.5045,,,-83360,,35411.5045,,6948889600,,0.419071059,,,
1631,185000,156745.7258,,,-183369,,28254.2742,,33624190161,,0.152725806,,,
1647,175000,157946.0263,,,-173353,,17053.9737,,30051262609,,0.097451278,,,
2863,210000,249168.8636,,,-207137,,39168.8636,,42905736769,,0.186518398,,,
2615,266500,230564.206,,,-263885,,35935.794,,69635293225,,0.134843505,,,
1127,142125,118936.2604,,,-140998,,23188.7396,,19880436004,,0.163157359,,,
2086,147500,190879.271,,,-145414,,43379.271,,21145231396,,0.294096753,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
